头实体,关系,尾实体
华中师范大学,知名人物,哈经雄
山西大学,历任领导,师帅
刘振东,毕业院校,哥伦比亚大学
北京电影学院,知名人物,谭松韵
漆腊应,毕业院校,中国人民大学
Jintara Sukhapat,毕业院校,科克大学
香港中文大学,知名人物,施子清
北京电影学院,知名人物,胡雪杨
香港中文大学,知名人物,陈家乐
哈尔滨工业大学,知名人物,孙怀山
香港中文大学,知名人物,潘源良
山西大学,知名人物,王敏清
北京交通大学,知名人物,张冲
东北石油大学,知名人物,方庆
陈勇,毕业院校,南京工业大学
王翔宇,毕业院校,华盛顿大学
上海大学,知名人物,王林鹤
重庆大学,知名人物,齐建国
赵福余,毕业院校,北京电影学院
孙杨,毕业院校,浙江大学
刘文,毕业院校,四川师范学院
潘杰明,毕业院校,杨百翰大学
浙江大学,知名人物,竺可桢
修宗迪,毕业院校,北京汇文中学
葛秋谷,毕业院校,天津音乐学院
香港中文大学,知名人物,杜祖贻
李猷嘉,毕业院校,哈尔滨工业大学
东北石油大学,知名人物,卢双舫
四川师范大学,知名人物,黎明
中国科学院国家空间科学中心,历任领导,姜景山
北京电影学院,知名人物,张倩如
宁波大学,历任领导,沈满洪
利兹大学,知名人物,Amanda Blanc
吉林大学,知名人物,李星学
香港中文大学,知名人物,叶新山
香港大学,现任领导,张翔
格雷厄姆·艾利森,毕业院校,牛津大学
李树,毕业院校,北京电影学院
四川师范大学,知名人物,龚德勤
中国美术学院,知名人物,邓白
华中师范大学,知名人物,席真
香港大学,知名人物,刘殿爵
周韵茹,毕业院校,中央戏剧学院
王术一,毕业院校,浙江传媒学院
关婷娜,毕业院校,北京电影学院
北京电影学院,知名人物,张逗逗
罗彬,毕业院校,中央戏剧学院表演系
南开大学,知名人物,王金山
北京电影学院,知名人物,朱琳
国家体育总局,历任领导,刘鹏
湘潭大学,知名人物,彭六三
重庆大学,知名人物,聂卫国
杨蕊嘉,毕业院校,辽宁师范大学
陶慧敏,毕业院校,浙江艺术学校
湖南大学,历任领导,成文山
东北石油大学,知名人物,毕硕本
西南大学,历任领导,龚秉权
西安交通大学,历任领导,王建华
湘潭大学,知名人物,王晓琴
香港特别行政区入境事务处,历任领导,李少光
程晨,毕业院校,上海戏剧学院
重庆工商大学,现任领导,张波
北京师范大学,历任领导,何锡麟
马广源,毕业院校,中央戏剧学院
叶企孙,毕业院校,哈佛大学
黑龙江大学,知名人物,戴秀丽
卫莱,毕业院校,上海戏剧学院
薛之谦,毕业院校,格里昂酒店管理学院
中山大学,知名人物,朱庭祜
李磊,毕业院校,华中科技大学
中山大学,现任领导,高松
高扬,毕业院校,吉林艺术学院
湖南大学,知名人物,蒋超良
西安交通大学,知名人物,林同骅
中国传媒大学,知名人物,欧阳夏丹
华中师范大学,知名人物,陈新文
北京电影学院,知名人物,徐紫茵
北京工商大学,知名人物,叶荣宝
西安电子科技大学,历任领导,周维
西北民族大学,现任领导,玉苏甫江
丁玥元,毕业院校,上海戏剧学院
西安交通大学,知名人物,陈政清
同济大学,知名人物,范立础
北京大学,历任领导,周林
刘雅丽,毕业院校,香港演艺学院
香港演艺学院,知名人物,伍乐城
马里兰大学帕克分校,知名人物,连战
北京师范大学,知名人物,钟敬文
中国科学院大学,知名人物,张存浩
翁虹,毕业院校,香港演艺学院
哈尔滨工业大学,知名人物,张懿宸
吴平,毕业院校,清华大学
北京电影学院,知名人物,李净洋
合肥工业大学,知名人物,赵经彻
宋志平,毕业院校,华中科技大学
英若诚,毕业院校,清华大学
哈尔滨工业大学,知名人物,齐骥
北京电影学院,知名人物,张樟
吉林大学,知名人物,陈学思
金宝凛,毕业院校,明知专科大学
中华全国新闻工作者协会,现任领导,张玉堂
西南大学,历任领导,邱玉辉
山西大学,现任领导,臧运峰
赵堂志,毕业院校,北京电影学院
李亚鹏,毕业院校,中央戏剧学院
华中师范大学,历任领导,王自申
东南大学,知名人物,张景钺
洪卫,毕业院校,上海戏剧学院
黑龙江大学,知名人物,董开军
王一菲,毕业院校,北京电影学院
中华人民共和国邮电部,历任领导,杨泰芳
李惠杰,毕业院校,中央戏剧学院
四川师范大学,知名人物,熊伟
清华大学美术学院,现任领导,吴琼
北京电影学院,知名人物,赵柯
武雨泽,毕业院校,中央戏剧学院导演系
中国传媒大学,知名人物,顾斌
中央财经大学,知名人物,孙志强
北京电影学院,知名人物,龙雨
同济大学,知名人物,胡茂元
湘潭大学,知名人物,高鑫
戴君竹,毕业院校,真理大学
姚明,毕业院校,上海市第二中学
北京电影学院,知名人物,毕志飞
中华全国新闻工作者协会,现任领导,刘正荣
朱敏,毕业院校,中央戏剧学院
西安交通大学,现任领导,洪军
重庆大学,知名人物,沈其韩
北京体育大学,现任领导,曹卫东
西安交通大学,知名人物,史琳
西南大学,知名人物,周旬
香港科技大学,现任领导,沈向洋
北京师范大学-香港浸会大学联合国际学院,现任领导,汤涛
香港中文大学,知名人物,莫家豪
林在勇,毕业院校,华东师范大学
目黑莲,毕业院校,城西国际大学
周彦辰,毕业院校,北京体育大学
上海理工大学,现任领导,王凌宇
张枫,毕业院校,上海戏剧学院
西安电子科技大学,知名人物,黄荣
北京大学,知名人物,章名涛
浙江大学,历任领导,陶葆廉
中国科学技术协会,现任领导,邓秀新
段星羽,毕业院校,上海戏剧学院
北京大学,历任领导,吴树青
史冰,毕业院校,北京电影学院
四川师范大学,现任领导,何诣然
江西省龙南中学,知名人物,赖远明
刘馨棋,毕业院校,四川音乐学院
重庆工商大学,现任领导,宋豫
同济大学,知名人物,陈志鑫
重庆大学,知名人物,杨明照
刘林芽,毕业院校,华东交通大学
西安交通大学,知名人物,孟建国
同济大学,知名人物,徐驰
华东师范大学,历任领导,张济顺
圣约翰大学,知名人物,国学大师
南开大学,知名人物,杨明生
北京外国语大学,知名人物,王海容
卡米拉·基蒂瓦特·基恩,毕业院校,泰国国立法政大学
季东燃,毕业院校,北京电影学院
王胜利,毕业院校,中央美术学院
湖南大学,知名人物,范旭东
复旦大学,知名人物,王华庆
香港科技大学,知名人物,刘林冬
哈里·哈里斯,毕业院校,乔治敦大学
杭州电子科技大学,知名人物,洪观其
维特维斯特·海伦亚沃恩库,毕业院校,泰国国立法政大学
中国作家协会,历任领导,廖奔
华东师范大学,知名人物,张俊芳
湘潭大学,历任领导,石耀焜
胡静,毕业院校,中央戏剧学院
重庆交通大学,领导,宫辉
上海理工大学,知名人物,闵乃本
杭州电子科技大学,知名人物,徐益明
靳飞,毕业院校,北京电影学院
香港中文大学,知名人物,黄吉平
中央财经大学,历任领导,王广谦
哈佛大学,知名人物,马英九
李兵,毕业院校,哈尔滨工业大学
成都理工大学,知名人物,中国科学院院士
湘潭大学,知名人物,易兵
上海市育才中学,知名人物,姚慕双
重庆大学,知名人物,潘菽
毕华德,毕业院校,北京协和医学院
彭岚,毕业院校,重庆大学
北京交通大学,知名人物,黄民
西安交通大学,知名人物,马寅初
湖南大学,历任领导,赵跃宇
东国大学,知名人物,李美妍
吉林大学,知名人物,刘延东
刘伟,毕业院校,复旦大学
复旦大学,知名人物,梁建章
张宗阳,毕业院校,河南科技大学
燕京大学,知名人物,周汝昌
何颖,毕业院校,吉林大学行政学院
哈尔滨工业大学,知名人物,姜大明
李响,毕业院校,浙江传媒学院
合肥工业大学,知名人物,张家仁
南京师范大学,历任领导,李瑞清
杨嘉墀,毕业院校,哈佛大学
西安交通大学管理学院,知名人物,陈冬
李清伟,毕业院校,河南师范大学
重庆大学,知名人物,李晓红
杰西卡·罗德,毕业院校,波士顿大学
杨帆,毕业院校,香港中文大学
邓捷,毕业院校,中央戏剧学院
香港中文大学,知名人物,刘雅章
圣约翰大学,知名人物,宋子安
四川师范大学,知名人物,李宗桂
佐藤隆太,毕业院校,日本大学
香港中文大学,知名人物,郑顺景
南开大学,知名人物,李勇
湖南大学,现任领导,李树涛
淳妮苷·内醉,毕业院校,曼谷大学
赵婷婷,毕业院校,新疆艺术学院
李军,毕业院校,中国人民大学
邓稼先,毕业院校,普渡大学
同济大学,知名人物,关锡友
王媛,毕业院校,中国戏曲学院
西安电子科技大学,现任领导,毛立强
赵文卓,毕业院校,北京体育大学
成都理工大学,知名人物,白春明
吉林大学,知名人物,张希
詹妮,毕业院校,四川大学
吴帆,毕业院校,武汉理工大学
曹禹澄,毕业院校,上海戏剧学院
复旦大学,知名人物,孙明春
刘林芽,毕业院校,同济大学
屠洪刚,毕业院校,中国戏曲学院
合肥工业大学,知名人物,俞汉青
华东师范大学,知名人物,江景波
上海师范大学,知名人物,陈思诚
上海理工大学,知名人物,倪居华
北京电影学院,知名人物,李悦铭
中国科学技术协会,现任领导,罗琦
西安交通大学,知名人物,林同炎
湘潭大学,知名人物,谢勇
黑龙江大学,知名人物,张焕水
王守竞,毕业院校,哥伦比亚大学
成均馆大学,知名人物,金南珠
同济大学,知名人物,薛斌
同济大学,知名人物,何友声
杨了,毕业院校,中央民族大学
斯坦福大学,知名人物,刘宏恩
中国作家协会,现任领导,邵丽
周洋,毕业院校,中央美术学院设计学院
国立西南联合大学,知名人物,王希季
香港中文大学,知名人物,潘可维
华中师范大学,知名人物,陈昌浩
朱长江,毕业院校,香港城市大学
华中师范大学,知名人物,崔启明
复旦大学,知名人物,荣海
李志勇,毕业院校,同济大学
华东师范大学,现任领导,程静
葛昌纯,毕业院校,西南交通大学
中国社会科学院研究生院,知名人物,陈云生
四川音乐学院,现任领导,文锋
安徽师范大学,知名人物,胡鑫
湘潭大学,知名人物,贺跃辉
中国人民大学,知名人物,黄达
程立,毕业院校,上海大学
刘芮侨,毕业院校,北京电影学院
陶大镛,毕业院校,南京大学
孙洪祥,毕业院校,北京师范大学
刘玲辉,毕业院校,北京电影学院
南开大学,历任领导,母国光
北京电影学院,知名人物,李强
东南大学,历任领导,张广军
加利福尼亚大学伯克利分校,知名人物,厄尔·沃伦
北京电影学院,知名人物,傅子恩
北京电影学院,知名人物,王思懿
相峰,毕业院校,南京大学
西安交通大学,知名人物,刘卫国
鲜荣生,毕业院校,四川师范学院
四川农业大学,知名人物,杨凤
艾米莉亚·克拉克,毕业院校,伦敦戏剧中心
重庆大学,知名人物,张珊萌
李卉,毕业院校,北京电影学院
孙立石,毕业院校,中央戏剧学院
香港城市大学,现任领导,李家超
肖涵,毕业院校,上海戏剧学院
李莎旻子,毕业院校,武汉大学
费启鸣,毕业院校,济宁学院
丹尼斯·维伦纽瓦,毕业院校,魁北克大学蒙特利尔分校
东华大学,知名人物,龚俊
德姬,毕业院校,中央戏剧学院
重庆大学美视电影学院,知名人物,杨安琪
西安交通大学,知名人物,胡和生
复旦大学,知名人物,卢志强
中央研究院,历任领导,蔡元培
安徽师范大学,知名人物,谈敏
湘潭大学,知名人物,周向宇
北华大学,现任领导,王玉柱
香港演艺学院,知名人物,黄智雯
华中师范大学,知名人物,张忠家
李兵,毕业院校,辽宁工程技术大学
西南大学,知名人物,向成斌
周雨彤,毕业院校,上海视觉艺术学院
袁文康,毕业院校,上海戏剧学院
张惠,毕业院校,中国科学院大学
王梓薇,毕业院校,上海戏剧学院
同济大学,知名人物,唐有祺
四川大学,现任领导,刘晓虎
江易珈,毕业院校,北京电影学院
南开大学,知名人物,罗保铭
钟训正,毕业院校,南京大学
重庆大学,知名人物,柯召
北京电影学院,知名人物,贾妮
张晓红,毕业院校,湖南师范大学
北京师范大学,历任领导,李石曾
詹姆斯·卡维泽,毕业院校,华盛顿大学
香港科技大学,知名人物,任维清
孟子荻,毕业院校,北京电影学院
王梓桐,毕业院校,中央戏剧学院表演系
唐一菲,毕业院校,中央戏剧学院
露丝·巴德·金斯伯格,毕业院校,康奈尔大学
香港中文大学,知名人物,苏庆和
兰州交通大学,知名人物,孙永福
刘恩佳,毕业院校,中央戏剧学院
华中师范大学,知名人物,程用文
中山大学,知名人物,朱谦之
哈尔滨工业大学,知名人物,赵鹏大
李豪岩,毕业院校,西北工业大学
四川音乐学院,现任领导,文云英
湘潭大学,知名人物,贺丹
哈尔滨工业大学,知名人物,孙敬良
中国科学技术大学,现任领导,王晓平
肖凯,毕业院校,华中师范大学
北京邮电大学,知名人物,吴基传
重庆南开中学,知名人物,王光
西安交通大学,知名人物,房建成
北京电影学院,知名人物,吴磊
上海大学,知名人物,宋学东
任铭松,毕业院校,中央戏剧学院表演系
余承东,毕业院校,清华大学
蒂姆·罗宾斯,毕业院校,加利福尼亚大学洛杉矶分校
四川师范大学,知名人物,刘建华
刘亮佐,毕业院校,台北艺术大学
吉林大学,知名人物,黄国柱
香港中文大学,知名人物,王大伟
张晔子,毕业院校,中央戏剧学院
台湾大学,知名人物,胡正明
沈阳工业大学,知名人物,高会军
宋飞,毕业院校,中国音乐学院
刘端端,毕业院校,中央戏剧学院
南开大学,历任领导,王金鼎
西南交通大学,历任领导,杨丹
成都理工大学,知名人物,熊盛青
大空直美,毕业院校,立命馆大学
燕京大学,知名人物,洪谦
香港中文大学,知名人物,邓燕华
中央戏剧学院,知名人物,王铁成
王雷方,毕业院校,中国传媒大学
董洁,毕业院校,中国人民解放军国防大学军事文化学院
北京电影学院,知名人物,岳小涵
刘强东,毕业院校,中欧国际工商学院
赵毅,毕业院校,中国戏曲学院
松井惠理子,毕业院校,代代木动画学院
北京大学,知名人物,俞平伯
孟宪承,毕业院校,圣约翰大学
吕晴,毕业院校,北京电影学院
张笑君,毕业院校,北京电影学院
中国社会科学院研究生院,知名人物,唐绪军
西安交通大学,历任领导,陈明焰
北京舞蹈学院,知名人物,阿云嘎
西北政法大学,现任领导,孙国华
北京大学,知名人物,王湘浩
四川农业大学,知名人物,代永波
北京电影学院,知名人物,张鸣鸣
西北政法大学,历任领导,刘若曾
西安交通大学,知名人物,李天文
香港大学,知名人物,郭斌和
西安交通大学,知名人物,陈太一
陈翔宇,毕业院校,西南财经大学
中国科学技术大学,历任领导,刘达
香港演艺学院,知名人物,杨英伟
国立西南联合大学,知名人物,涂光炽
同济大学,知名人物,朱斌
上海师范大学,知名人物,赵奕欢
香港中文大学,知名人物,古英
王俪桦,毕业院校,中央戏剧学院
北京交通大学,知名人物,金士宣
重庆大学美视电影学院,知名人物,付磊
西安交通大学,知名人物,何祚庥
同济大学,知名人物,焦刘洋
窦晓璇,毕业院校,中国戏曲学院
合肥工业大学,知名人物,刘光复
童小华,毕业院校,同济大学
同济大学,知名人物,蔡来兴
冯巩,毕业院校,华中师范大学
杨英伟,毕业院校,香港浸会大学
浙江大学,现任领导,朱慧
章益清,毕业院校,绍兴艺术学校
云斯宁,毕业院校,西安建筑科技大学
南京师范大学,历任领导,李方训
孙安可,毕业院校,北京电影学院
赵心愚,毕业院校,西南民族大学
大连艺术学院,知名人物,莫龙丹
北京电影学院,知名人物,温峥嵘
北京大学,知名人物,冯兰洲
北京大学哲学系,历任领导,汤用彤
北京林业大学,知名人物,党委书记
张铎瀚,毕业院校,中央戏剧学院
帕丽,毕业院校,浙江传媒学院
洪冰瑶,毕业院校,上海戏剧学院
中央财经大学,知名人物,刘家德
上海师范大学,现任领导,康年
中国科学院大学,知名人物,谢家麟
香港中文大学,现任领导,查逸超
李军,毕业院校,中南大学
李红叶,毕业院校,北京师范大学
欧倩怡,毕业院校,香港培正中学
四川师范大学,知名人物,陈舒平
西南交通大学,知名人物,力一
华中师范大学,知名人物,孙菊生
北京电影学院,知名人物,柳云龙
钱德沛,毕业院校,北得克萨斯州大学
中国社会科学院研究生院,知名人物,邢广程
丁柳雁,毕业院校,浙江传媒学院
周深,毕业院校,利沃夫国立立谢科音乐科学院
王璐,毕业院校,上海戏剧学院
刘家瑜,毕业院校,北京电影学院
东北石油大学,知名人物,晏波
香港中文大学,知名人物,罗范椒芬
北京电影学院,知名人物,王妤婷
北京电影学院,知名人物,李大为
北京电影学院,知名人物,赵小丁
陈冠宏,毕业院校,北京电影学院
北京电影学院,知名人物,刘威葳
北京体育大学,现任领导,王良玉
茶风林,毕业院校,东洋大学
夏德俊,毕业院校,中国传媒大学
许进超,毕业院校,康奈尔大学
四川师范大学,知名人物,杨建德
重庆大学,知名人物,吴宓
于小鸣,毕业院校,中央戏剧学院
梁实秋,毕业院校,哈佛大学
上海理工大学,知名人物,李曹秀群
西南大学,知名人物,杨海清
黄立,毕业院校,休斯敦大学
方贻萱,毕业院校,北京电影学院
兰州交通大学,知名人物,王全才
哈拉木吉,毕业院校,中央民族大学
大连理工大学,现任领导,姚山
湘潭大学,知名人物,胡罡
胡可,毕业院校,中国传媒大学
西安交通大学,知名人物,王礼恒
王晓琮,毕业院校,北京大学
四川师范大学,知名人物,许玉权
邹亮,毕业院校,华南理工大学
王金辉,毕业院校,西安电子科技大学
马克·梅兹文斯基,毕业院校,斯坦福大学
东南大学,知名人物,严恺
周迅,毕业院校,中央戏剧学院
芝加哥大学,创始人,约翰·洛克菲勒
中国作家协会,历任领导,丁玲
北京大学,知名人物,吴仲华
北京外国语大学,知名人物,徐贻聪
东南大学,知名人物,方俊
樊梓田,毕业院校,江苏省戏剧学校
文静,毕业院校,重庆大学美视电影学院
香港大学,知名人物,萧荫堂
香港中文大学,知名人物,陆润棠
安徽大学,知名人物,袁曙宏
京都大学,知名人物,江崎玲于奈
张雨霏,毕业院校,上海戏剧学院
黄暖暖,毕业院校,北京现代音乐研修学院
刘美含,毕业院校,北京外国语大学
台湾大学,知名人物,廖国男
北京邮电大学,知名人物,常明
北京电影学院,知名人物,黄小蕾
周睿君,毕业院校,中央戏剧学院
柳彬,毕业院校,中央戏剧学院
西安交通大学,知名人物,吴宜灿
西南大学,知名人物,冯海发
柯鹏,毕业院校,复旦大学
上海理工大学,知名人物,方先之
西安美术学院,知名人物,郑乃珖
赵敏芬,毕业院校,中央戏剧学院
湘潭大学,知名人物,周爱辉
歪歪,毕业院校,内蒙古艺术学院
香港中文大学,知名人物,王贺升
华中师范大学,知名人物,杨洪林
香港科技大学,知名人物,谭平
吴江,毕业院校,大连艺术学院
西安交通大学,知名人物,褚应璜
杨万东,毕业院校,四川大学
王韦智,毕业院校,吉林艺术学院
郑强,毕业院校,京都大学
中国传媒大学,知名人物,林白
王翔,毕业院校,北京电影学院
中华全国新闻工作者协会,历任领导,吴冷西
北京大学,知名人物,魏建功
湘潭大学,现任领导,邓国军
上海大学,知名人物,施建祥
曹翠芬,毕业院校,北京电影学院
胡晓芳,毕业院校,世新大学
北京电影学院,知名人物,袁立
李秉镇,毕业院校,首尔艺术大学
香港城市大学,领导,梅彦昌
东南大学,知名人物,陆志韦
重庆大学美视电影学院,知名人物,罗曼
中国作家协会,现任领导,廖奔
西安电子科技大学,历任领导,曾三
香港中文大学,知名人物,陈浩然
重庆大学美视电影学院,知名人物,朱晓彤
刘宪华,毕业院校,伯克利音乐学院
西南大学,知名人物,何事忠
安徽师范大学,历任领导,丁万鼎
李明德,毕业院校,北京电影学院
叶企孙,毕业院校,清华大学
刘崇乐,毕业院校,康奈尔大学
电子科技大学,知名人物,李言荣
北京交通大学,知名人物,施锡祉
中国美术学院,历任领导,潘天寿
韩永明,毕业院校,长安大学
清华大学美术学院,现任领导,马赛
同济大学,知名人物,陈俊勇
北京工商大学,历任领导,阎顾行
南京邮电大学,知名人物,赵厚麟
上海师范大学,知名人物,冯文海
加藤成亮,毕业院校,青山学院大学
北京外国语大学,知名人物,安永玉
南开大学,历任领导,张伯苓
怀进鹏,毕业院校,北京航空航天大学
中央财经大学,现任领导,蔡艳艳
霍建起,毕业院校,北京电影学院
东南大学,历任领导,管致中
迪丽热巴,毕业院校,上海戏剧学院
中国共产党承德市纪律检查委员会,领导,刘勇
重庆大学,知名人物,董志强
北京电影学院,知名人物,邢岷山
西南大学,历任领导,张永青
湘潭大学,历任领导,杨向群
黑龙江大学,知名人物,张左己
北京林业大学,知名人物,院士
金明民,毕业院校,首尔艺术大学
西安交通大学管理学院,知名人物,项兵
西南交通大学,历任领导,陈春阳
邱高,毕业院校,同济大学
利兹大学,知名人物,沃莱·索因卡
丁玥元,毕业院校,中央戏剧学院
哈尔滨工业大学,知名人物,陈予恕
合肥工业大学,知名人物,张全雷
中国人民大学,知名人物,张磊
华东师范大学,历任领导,施平
北京师范大学,知名人物,袁敦礼
香港中文大学,知名人物,沈小勇
香港中文大学,知名人物,王倩仪
杨青,毕业院校,中央戏剧学院
何晴,毕业院校,浙江昆剧团
北京大学,知名人物,田奇镌
安徽师范大学,现任领导,周新发
中国科学院大学,知名人物,吴自良
张子枫,毕业院校,清华大学附属中学朝阳学校
复旦大学,历任领导,唐路园
北京电影学院,知名人物,张璇
香港科技大学,知名人物,唐少强
四川农业大学,历任领导,杨开渠
东南大学,历任领导,张乃燕
廖永安,毕业院校,湘潭大学
李明,毕业院校,西南政法大学
胡旭晟,毕业院校,中国人民大学
冯琬贺,毕业院校,中国传媒大学
卢鑫,毕业院校,西安外事学院
李志舆,毕业院校,上海戏剧学院
长治医学院,现任领导,张芳萍
榎木孝明,毕业院校,武藏野美术大学
刁琳琳,毕业院校,中央戏剧学院
中国科学院大学,历任领导,高文
杰米·福克斯,毕业院校,阿兰特国际大学
祁圣翰,毕业院校,沈阳音乐学院
李亨哲,毕业院校,纽约市立大学
李晓明,毕业院校,上海戏剧学院
黄建荣,毕业院校,浙江大学
南开大学,现任领导,陈雨露
纳塔奇·司隶朋通,毕业院校,博仁大学
内特·罗宾逊,毕业院校,华盛顿大学
北京科技大学,知名人物,郝远
藤新,毕业院校,四川音乐学院
香港特别行政区入境事务处,历任领导,曾国卫
香港中文大学,知名人物,杨小璐
郑业成,毕业院校,中国戏曲学院京剧系
袁成杰,毕业院校,同济大学
中国传媒大学,现任领导,王达品
安徽师范大学,知名人物,曹进德
党浩予,毕业院校,中央戏剧学院
西北工业大学,知名人物,雷廷权
于冬,毕业院校,北京电影学院
朴秀英,毕业院校,庆熙大学
张萌,毕业院校,新南威尔士大学
重庆大学,知名人物,林华宝
香港科技大学,知名人物,张厚道
姚贝娜,毕业院校,中国音乐学院
北京电影学院,知名人物,柴碧云
东国大学,知名人物,徐廷柱
北京大学,知名人物,吴朝仁
北京电影学院,知名人物,麦小琴
李丹,毕业院校,西南交通大学
赵子惠,毕业院校,重庆大学美视电影学院
李孝谦,毕业院校,上海戏剧学院
湘潭大学,知名人物,熊炜
费翔,毕业院校,斯坦福大学
北京大学,知名人物,汤佩松
台湾大学,知名人物,韦礼安
香港演艺学院,知名人物,刘雅丽
王祖蓝,毕业院校,香港演艺学院
香港科技大学,知名人物,高鸿灏
中国人民大学,知名人物,成仿吾
成均馆大学,知名人物,金成谦
北京大学,历任领导,韩天石
成均馆大学,知名人物,车胜元
罗玉婷,毕业院校,上海戏剧学院
石志仁,毕业院校,麻省理工学院
北京电影学院,知名人物,谢昀杉
同济大学,知名人物,赵仲华
雷震,毕业院校,国际电影懋业有限公司
王子睿,毕业院校,北京电影学院
湘潭大学,知名人物,刘明欣
兰州交通大学,知名人物,刘建媛
葛布,毕业院校,中国青年政治学院
黄海波,毕业院校,北京电影学院
南开大学,历任领导,饶子和
谢加起,毕业院校,北京电影学院
陈智燊,毕业院校,伦敦大学亚非学院
唐善茂,毕业院校,吉林大学
吴春明,毕业院校,浙江大学
南开大学,知名人物,牟益斌
敖瑞鹏,毕业院校,成都艺术职业大学
四川农业大学,知名人物,刘永胜
星海音乐学院,知名人物,郑源
哈里·哈里斯,毕业院校,牛津大学
湖南大学,知名人物,郑泉水
中国作家协会,现任领导,施战军
西南大学,知名人物,邓卓明
董丹军,毕业院校,中央戏剧学院
袁艺,毕业院校,浙江横店影视职业学院
山西大学,现任领导,程芳琴
东南大学,知名人物,王家楫
南京师范大学,历任领导,罗炳之
同济大学,知名人物,陈晓丽
西安交通大学,知名人物,王希季
重庆大学,知名人物,毛鹤年
杨童舒,毕业院校,吉林艺术学院
大连理工大学,现任领导,王博
南开大学,知名人物,范治斌
谢葆璋,毕业院校,天津水师学堂
中华全国新闻工作者协会,历任领导,刘思扬
暨南大学,历任领导,钱伟长
熊四皓,毕业院校,清华大学
北华大学,知名人物,宋铁岩
中国人民大学,知名人物,许小年
尊龙,毕业院校,美国戏剧艺术学院
同济大学,知名人物,项海帆
香港科技大学,知名人物,全军民
中国社会科学院研究生院,知名人物,李伟斌
曲高位,毕业院校,中央戏剧学院
重庆南开中学,知名人物,周振华
香港中文大学,知名人物,程乐松
陈若轩,毕业院校,中央戏剧学院
湖南大学,知名人物,熊倪
北京电影学院,知名人物,王骏毅
西安交通大学,知名人物,张煦
赵峥,毕业院校,中央戏剧学院
伦敦大学,知名人物,斐济总统
河北师范大学,知名人物,马宇骏
刘新跃,毕业院校,陕西师范大学
尹珍序,毕业院校,首尔艺术大学
北京邮电大学,现任领导,苏森
王贤志,毕业院校,不列颠哥伦比亚大学
四川师范大学,知名人物,罗先刚
湖南大学,历任领导,宾步程
黄海华,毕业院校,苏州评弹学校
北京邮电大学,知名人物,张醒生
李佳芯,毕业院校,香港城市大学
杨钧丞,毕业院校,中央戏剧学院表演系
东南大学,知名人物,高怡生
重庆大学美视电影学院,知名人物,曹翔
李小加,毕业院校,哥伦比亚法学院
张子萱,毕业院校,北京联合大学
赵路,毕业院校,上海戏剧学院
香港中文大学,知名人物,金圣华
复旦大学,知名人物,郭申元
西南交通大学,知名人物,肖纪美
尹力,毕业院校,北京电影学院美术系
圣约翰大学,知名人物,吴肇光
中央戏剧学院,现任领导,陈志坚
王爽,毕业院校,俄克拉荷马大学
北京交通大学,知名人物,陈春阳
西安交通大学,知名人物,徐祖耀
邱浩轩,毕业院校,中央戏剧学院
中国科学院大学,知名人物,钱伟长
重庆大学,知名人物,梁尤平
重庆大学,知名人物,熊晓英
湖南大学,知名人物,吴透红
鲍逸琳,毕业院校,上海戏剧学院
电子科技大学,知名人物,任宇昕
胡晓光,毕业院校,北京电影学院表演学院
吉林艺术学院,知名人物,温德斌
范蓁蓁,毕业院校,南京艺术学院
丁勇,毕业院校,慕尼黑大学
安徽师范大学,历任领导,杜宜瑾
纽约大学,知名人物,乔纳斯·索尔克
胡跃明,毕业院校,安徽大学
同济大学,现任领导,彭震伟
安徽师范大学,知名人物,晏绍祥
李智伟,毕业院校,中央戏剧学院表演系
肯尼·史密斯,毕业院校,北卡罗来纳大学
北京电影学院,知名人物,杨莉莉
王新生,毕业院校,北京大学
刘岳,毕业院校,中央戏剧学院
成恩,毕业院校,首尔大学
香港树仁大学,领导,胡鸿烈
湘潭大学,知名人物,叶仁雄
陈德仁,毕业院校,重庆交通大学
四川农业大学,历任领导,邓良基
湘潭大学,知名人物,许小曙
东华大学,历任领导,蒋昌俊
康亢,毕业院校,重庆大学美视电影学院
杨铭威,毕业院校,庄敬高职
朴昭英,毕业院校,韩国建国大学
卢山,毕业院校,长安大学
唐守正,毕业院校,北京师范大学
刘芮麟,毕业院校,北京电影学院
西南大学,知名人物,王刚
四川师范大学,知名人物,宋映泉
中国美术学院,历任领导,潘公凯
香港中文大学,知名人物,陈细明
西安交通大学,知名人物,张光斗
西北政法大学,知名人物,牟新生
马仑,毕业院校,北京电影学院
李婷,毕业院校,中国传媒大学
中国传媒大学,知名人物,谢映玲
哈尔滨工业大学,知名人物,孙家栋
中国科学院大学,知名人物,严济慈
哈尔滨工程大学,历任领导,林毅
香港科技大学,知名人物,邓小桦
任达华,毕业院校,无线电视艺员训练班
香港中文大学,知名人物,金帆
香港科技大学,知名人物,郑晓
重庆工商大学,现任领导,温涛
加瑞特·迪拉胡特,毕业院校,华盛顿大学
邓兆尊,毕业院校,约克大学
西安交通大学,知名人物,侯宗濂
北京电影学院,知名人物,胡玫
四川师范大学,知名人物,阿石拉比
东南大学,知名人物,施汝为
王强,毕业院校,中国人民大学
湘潭大学,知名人物,李慷
汪夏燕,毕业院校,中国科学技术大学
北京大学,知名人物,薛愚
宋学仁,毕业院校,台湾交通大学
国立西南联合大学,知名人物,严陆光
