name,type,mainDepartment,county,province,religion,registrationTime,registrationAuthority,registrationCertificateNumber,category,unifiedSocialCreditCode,address,city,phoneNumber,manager,postalCode,id,website
瓯海区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-5,瓯海区,浙江省,天主教,1999/11/15,ZJ-RELIGIOUSGROUP-GOV-56,温瓯民社证字第28号,县团体,51330304502132214P,浙江省温州市瓯海区瞿溪街道天主教堂,温州市,15158687298,ZJ-RELIGIOUSGROUP-PEOPLE-119,325016,瓯海区天主教爱国会,
安吉县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-57,安吉县,浙江省,基督教,2010/2/5,ZJ-RELIGIOUSGROUP-GOV-58,,县团体,,浙江省湖州市安吉县云鸿路安吉基督教堂,湖州市,0572-5862990,ZJ-RELIGIOUSGROUP-PEOPLE-71,313300,安吉县基督教三自爱国运动委员会,
文成县道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-56,文成县,浙江省,道教,2005/10/1,ZJ-RELIGIOUSGROUP-GOV-20,社证字第0528404,县团体,51330328782938457G,浙江省温州市文成县大峃镇太阴宫,温州市,13968927310,ZJ-RELIGIOUSGROUP-PEOPLE-134,325300,文成县道教协会,
德清县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-18,德清县,浙江省,基督教,1992/2/17,ZJ-RELIGIOUSGROUP-GOV-77,浙德民社证字第023号,县团体,513000000000000000,浙江省湖州市德清县乾元镇南郊路德清教堂内,湖州市,18957257234,ZJ-RELIGIOUSGROUP-PEOPLE-104,313200,德清县基督教三自爱国运动委员会,
舟山市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-76,330901,浙江省,基督教,2018/4/4,ZJ-RELIGIOUSGROUP-GOV-75,浙舟社证字第000593号,市团体,51330900MJ9755839B,舟山市定海区昌国路232号409,舟山市,0580-2582177,ZJ-RELIGIOUSGROUP-PEOPLE-252,316000,舟山市基督教协会,
青田县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-67,青田县,浙江省,基督教,2002/3/1,ZJ-RELIGIOUSGROUP-GOV-71,浙青社证字第2002003号,县团体,51331121MJ9928592Y,浙江省丽水市青田县鹤城镇后街63号,丽水市,0578-6821311,ZJ-RELIGIOUSGROUP-PEOPLE-308,323900,青田县基督教协会,
苍南县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-34,苍南县,浙江省,基督教,1985/11/1,ZJ-RELIGIOUSGROUP-GOV-11,浙温苍社证字54号,县团体,51330327A95384723L,浙江省温州市苍南县灵溪镇塘北路永生堂,温州市,0577-64780360,ZJ-RELIGIOUSGROUP-PEOPLE-224,325800,苍南县基督教协会,
嘉兴市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-125,330401,浙江省,佛教,1992/1/1,ZJ-RELIGIOUSGROUP-GOV-63,浙加社证字第210014,市团体,513000000000000000,浙江省嘉兴市广场路1号嘉兴市行政中心5号楼4楼,嘉兴市,18868330313,ZJ-RELIGIOUSGROUP-PEOPLE-333,314000,嘉兴市佛教协会,
龙港市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-42,龙港市,浙江省,佛教,2020/10/15,ZJ-RELIGIOUSGROUP-GOV-84,51330383MJ9134848B,县团体,51330383MJ9134848B,龙港市东新街519号福胜寺内,温州市,13868856008/64290575,ZJ-RELIGIOUSGROUP-PEOPLE-123,325802,龙港市佛教协会,
江北区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-79,江北区,浙江省,佛教,2001/9/6,ZJ-RELIGIOUSGROUP-GOV-53,甬北社证字第2001B号,县团体,51330205MJ89774724,浙江省宁波市江北区庄桥街道颜家村宝庆讲寺,宁波市,0574-87582645,ZJ-RELIGIOUSGROUP-PEOPLE-276,315032,江北区佛教协会,
玉环市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-101,玉环市,浙江省,天主教,1999/7/19,ZJ-RELIGIOUSGROUP-GOV-1,玉社证字第92031号,县团体,51331021502666902R,浙江省台州市玉环市坎门街道坎门天主教堂,台州市,13857605345,ZJ-RELIGIOUSGROUP-PEOPLE-280,317602,玉环市天主教爱国会,
平阳县天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-25,平阳县,浙江省,天主教,1999/11/1,ZJ-RELIGIOUSGROUP-GOV-7,平民社证字第33032600101号,县团体,513000000000000000,浙江省温州市平阳县鳌江镇钱仓天主堂,温州市,13868561062,ZJ-RELIGIOUSGROUP-PEOPLE-7,325401,平阳县天主教爱国会,
鹿城区道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-21,鹿城区,浙江省,道教,2000/9/16,ZJ-RELIGIOUSGROUP-GOV-100,温鹿民社证字第0080号,县团体,513000000000000000,浙江省温州市鹿城区西山东路383号A幢2楼,温州市,0577-88552822,ZJ-RELIGIOUSGROUP-PEOPLE-179,325000,鹿城区道教协会,http://www.wzdjxh.com/index.asp
龙泉市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-58,龙泉市,浙江省,佛教,2007/12/28,ZJ-RELIGIOUSGROUP-GOV-28,龙民社证字066号,县团体,51331181MJ9974855U,浙江省丽水市龙泉市陵园路125号,丽水市,0578-7120090,ZJ-RELIGIOUSGROUP-PEOPLE-33,323700,龙泉市佛教协会,
缙云县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-27,缙云县,浙江省,基督教,1999/12/1,ZJ-RELIGIOUSGROUP-GOV-54,浙缙社证字第32号,县团体,51331122323002019R,浙江省丽水市缙云县五云街道大桥南路309号,丽水市,13106284717,ZJ-RELIGIOUSGROUP-PEOPLE-66,321400,缙云县基督教协会,
海宁市道教协会（已撤销）,协会,ZJ-RELIGIOUSVENUE-GOV-88,海宁市,浙江省,道教,2009/2/1,ZJ-RELIGIOUSGROUP-GOV-95,浙海社证字第210055号,县团体,513000000000000000,浙江省嘉兴市海宁市盐官镇（盐官度假区）,嘉兴市,0573-87617535,ZJ-RELIGIOUSGROUP-PEOPLE-158,314411,海宁市道教协会（已撤销）,
象山县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-24,象山县,浙江省,佛教,1996/1/1,ZJ-RELIGIOUSGROUP-GOV-18,象社团登2003006,县团体,51330225MJ9026986X,浙江省宁波市象山县丹东街道建设路275号,宁波市,0574-65710381,ZJ-RELIGIOUSGROUP-PEOPLE-174,315700,象山县佛教协会,
绍兴市越城区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-52,越城区,浙江省,基督教,2019/2/18,ZJ-RELIGIOUSGROUP-GOV-49,51330602MJ9499273C,县团体,51330602MJ9499273C,绍兴市越城区东浦街道环北路3-1东浦基督教堂301室,绍兴市,15857597393,ZJ-RELIGIOUSGROUP-PEOPLE-122,312000,绍兴市越城区基督教协会,
瑞安市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-2,瑞安市,浙江省,道教,1992/1/1,ZJ-RELIGIOUSGROUP-GOV-98,组代管330381-054860-1,县团体,513000000000000000,浙江省温州市瑞安市玉海街道沿江社区外滩佳园3幢43号,温州市,13806846389,ZJ-RELIGIOUSGROUP-PEOPLE-283,325200,瑞安市道教协会,
嵊泗县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-102,嵊泗县,浙江省,基督教,2014/8/20,ZJ-RELIGIOUSGROUP-GOV-82,浙嵊民社证字第114201号,县团体,513000000000000000,浙江省舟山市嵊泗县菜园镇东海社区天弓路120号,舟山市,0580-5085999,ZJ-RELIGIOUSGROUP-PEOPLE-114,202450,嵊泗县基督教三自爱国运动委员会,
长兴县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-33,长兴县,浙江省,基督教,2009/9/1,ZJ-RELIGIOUSGROUP-GOV-22,长社证字第166号,县团体,51330522693852061A,浙江省湖州市长兴县龙山街道画溪湿地公园内,湖州市,13395823022,ZJ-RELIGIOUSGROUP-PEOPLE-25,313100,长兴县基督教协会,
吴兴区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-32,吴兴区,浙江省,基督教,2016/9/1,ZJ-RELIGIOUSGROUP-GOV-16,51330502MJ9438307C,县团体,51330502MJ9438307C,浙江省湖州市吴兴区织里镇轧村基督教堂内,湖州市,13706524867,ZJ-RELIGIOUSGROUP-PEOPLE-115,313002,吴兴区基督教三自爱国运动委员会,
台州市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-173,331001,浙江省,基督教,1989/12/1,ZJ-RELIGIOUSGROUP-GOV-19,12006,市团体,51331000502607582N,浙江省台州市椒江区岙里缪小区东边山脚下台州人民防空办公室一号楼,台州市,0576-88880130,ZJ-RELIGIOUSGROUP-PEOPLE-291,318000,台州市基督教三自爱国运动委员会,
淳安县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-35,淳安县,浙江省,基督教,2009/4/2,ZJ-RELIGIOUSGROUP-GOV-26,社证字第235号,县团体,51330127685825784R,浙江省杭州市淳安县千岛湖镇排岭北路15号,杭州市,0571-65063435,ZJ-RELIGIOUSGROUP-PEOPLE-320,311700,淳安县基督教三自爱国运动委员会,
乐清市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-6,乐清市,浙江省,基督教,1955/12/1,ZJ-RELIGIOUSGROUP-GOV-68,浙乐民社证字第07号,县团体,51330382781809135L,浙江省温州市乐清市乐成新世纪花园南龙居1C,温州市,0577-61581137,ZJ-RELIGIOUSGROUP-PEOPLE-91,325600,乐清市基督教三自爱国运动委员会,
北仑区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-63,北仑区,浙江省,基督教,1987/12/30,ZJ-RELIGIOUSGROUP-GOV-51,浙甬仑社证字第110040号,县团体,51330206MJ8985528Y,浙江省宁波市北仑区新碶中河路28号,宁波市,0574-86867863,ZJ-RELIGIOUSGROUP-PEOPLE-60,315800,北仑区基督教三自爱国运动委员会,
建德市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-64,建德市,浙江省,基督教,1988/11/1,ZJ-RELIGIOUSGROUP-GOV-72,协会142,县团体,513000000000000000,浙江省杭州市建德市新安江街道江滨路58号,杭州市,13868118378,ZJ-RELIGIOUSGROUP-PEOPLE-97,311600,建德市基督教协会,
龙港市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-42,龙港市,浙江省,基督教,1900/1/1,ZJ-RELIGIOUSGROUP-GOV-84,,县团体,51330383MJ91348566,浙江省温州龙港市环河路19－20号主恩堂,温州市,,ZJ-RELIGIOUSGROUP-PEOPLE-163,325802,龙港市基督教协会,
嘉善县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-30,嘉善县,浙江省,基督教,2008/10/1,ZJ-RELIGIOUSGROUP-GOV-108,浙善社证字210030,县团体,513000000000000000,浙江省嘉兴市嘉善县罗星街道魏塘基督教堂内,嘉兴市,0573-84222743,ZJ-RELIGIOUSGROUP-PEOPLE-305,314100,嘉善县基督教三自爱国运动委员会,
永嘉县天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-16,永嘉县,浙江省,天主教,1999/8/1,ZJ-RELIGIOUSGROUP-GOV-59,永社证字第（A）158,县团体,513000000000000000,浙江省温州市永嘉县江北街道塘头天主教堂,温州市,13605879593,ZJ-RELIGIOUSGROUP-PEOPLE-344,325105,永嘉县天主教爱国会,
建德市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-64,建德市,浙江省,基督教,1988/11/1,ZJ-RELIGIOUSGROUP-GOV-72,三自021,县团体,513000000000000000,浙江省杭州市建德市新安江街道江滨路58号,杭州市,13186968866,ZJ-RELIGIOUSGROUP-PEOPLE-109,311600,建德市基督教三自爱国运动委员会,
长兴县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-33,长兴县,浙江省,佛教,1999/5/1,ZJ-RELIGIOUSGROUP-GOV-22,长社证第071号,县团体,513000000000000000,浙江省湖州市长兴县太湖街道杨湾村（天居寺内）,湖州市,18257259289,ZJ-RELIGIOUSGROUP-PEOPLE-117,313100,长兴县佛教协会,
萧山区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-12,萧山区,浙江省,基督教,2016/10/27,ZJ-RELIGIOUSGROUP-GOV-67,,县团体,51330109502099602K,浙江省杭州市萧山区城厢街道萧然南路387号,杭州市,0571-82754393,ZJ-RELIGIOUSGROUP-PEOPLE-337,311201,萧山区基督教协会,
黄岩区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-31,黄岩区,浙江省,天主教,1994/10/1,ZJ-RELIGIOUSGROUP-GOV-39,42061,县团体,51331003502628500A,浙江省台州市黄岩区青年东路88号,台州市,13706570680,ZJ-RELIGIOUSGROUP-PEOPLE-332,318020,黄岩区天主教爱国会,
桐乡市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-8,桐乡市,浙江省,佛教,2003/1/1,ZJ-RELIGIOUSGROUP-GOV-85,浙桐社证字第410012,县团体,51330483732433426Q,浙江省嘉兴市桐乡市梧桐街道振华路373号,嘉兴市,0573-88112255,ZJ-RELIGIOUSGROUP-PEOPLE-124,314500,桐乡市佛教协会,
义乌市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-37,义乌市,浙江省,基督教,2003/6/30,ZJ-RELIGIOUSGROUP-GOV-38,义证字047号,县团体,51330782A97618378N,浙江省金华市义乌市宗泽东路237号,金华市,0579-85381678,ZJ-RELIGIOUSGROUP-PEOPLE-86,322000,义乌市基督教三自爱国运动委员会,www.ywchurch.com
常山县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-26,常山县,浙江省,佛教,1998/1/1,ZJ-RELIGIOUSGROUP-GOV-17,浙衢常社证字第4004号,县团体,513000000000000000,浙江省衢州市常山县天马镇石崆寺,衢州市,0570-5020592,ZJ-RELIGIOUSGROUP-PEOPLE-88,324200,常山县佛教协会,
象山县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-24,象山县,浙江省,基督教,1998/1/1,ZJ-RELIGIOUSGROUP-GOV-18,48004,县团体,51330225MJ90269783,浙江省宁波市象山县西谷路90号,宁波市,0574-59123382,ZJ-RELIGIOUSGROUP-PEOPLE-20,315700,象山县基督教三自爱国运动委员会,http://xschurch.com/
南浔区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-55,南浔区,浙江省,佛教,2008/8/1,ZJ-RELIGIOUSGROUP-GOV-42,湖浔社证字第002号,县团体,51330503753031661K,浙江省湖州市南浔区南浔镇浔东村乌盆兜,湖州市,0572-3933327,ZJ-RELIGIOUSGROUP-PEOPLE-284,313009,南浔区佛教协会,
金东区道教居士林（已注销）,协会,ZJ-RELIGIOUSVENUE-GOV-47,金东区,浙江省,道教,2012/8/1,ZJ-RELIGIOUSGROUP-GOV-45,浙金东民社证字第210098号,县团体,,浙江省金华市金东区孝顺镇鞋塘办事处胡塘村,金华市,13819978111,ZJ-RELIGIOUSGROUP-PEOPLE-53,321036,金东区道教居士林（已注销）,
吴兴区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-32,吴兴区,浙江省,基督教,2016/9/1,ZJ-RELIGIOUSGROUP-GOV-16,51330502MJ9438294N,县团体,51330502MJ9438294N,湖州市吴兴区织里镇基督教堂内,湖州市,13905728550,ZJ-RELIGIOUSGROUP-PEOPLE-328,313002,吴兴区基督教协会,
三门县道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-65,三门县,浙江省,道教,2008/1/1,ZJ-RELIGIOUSGROUP-GOV-44,浙三民社证字第82048号,县团体,51331022502658099T,浙江省台州市三门县海游街道天后宫,台州市,0576-83230053,ZJ-RELIGIOUSGROUP-PEOPLE-274,317100,三门县道教协会,
定海区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-81,定海区,浙江省,佛教,1997/7/23,ZJ-RELIGIOUSGROUP-GOV-101,浙舟定社证字第021号,县团体,513000000000000000,浙江省舟山市定海区西大街195号,舟山市,0580-2054936,ZJ-RELIGIOUSGROUP-PEOPLE-184,316000,定海区佛教协会,
黄岩区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-31,黄岩区,浙江省,基督教,1984/12/28,ZJ-RELIGIOUSGROUP-GOV-39,42047,县团体,51331003A996126822,浙江省台州市黄岩区西城迎春小区教堂大院内,台州市,0576-84238847,ZJ-RELIGIOUSGROUP-PEOPLE-46,318020,黄岩区基督教三自爱国运动委员会,
临海市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-48,临海市,浙江省,道教,2002/12/27,ZJ-RELIGIOUSGROUP-GOV-5,浙临民社证字第020028号,县团体,51331082502620269Y,浙江省台州市临海市城隍庙,台州市,13575835600,ZJ-RELIGIOUSGROUP-PEOPLE-5,317000,临海市道教协会,
瑞安市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-2,瑞安市,浙江省,基督教,1982/1/1,ZJ-RELIGIOUSGROUP-GOV-98,瑞社证字第4102,县团体,5133038150219604XQ,浙江省温州市瑞安市瑞祥大道20栋7号,温州市,0577-65817144,ZJ-RELIGIOUSGROUP-PEOPLE-170,325200,瑞安市基督教三自爱国运动委员会,
嵊州市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-10,嵊州市,浙江省,佛教,2007/8/29,ZJ-RELIGIOUSGROUP-GOV-57,浙嵊社证字第5021号,县团体,51330683502331635E,浙江省绍兴市嵊州市剡湖街道百步阶12号,绍兴市,83030903,ZJ-RELIGIOUSGROUP-PEOPLE-181,312400,嵊州市佛教协会,
浦江县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-44,浦江县,浙江省,基督教,1982/12/1,ZJ-RELIGIOUSGROUP-GOV-86,浦江县社证字第074009号,县团体,513000000000000000,浙江省金华市浦江县仙华街道大许五区94号,金华市,0579-84191626,ZJ-RELIGIOUSGROUP-PEOPLE-201,322200,浦江县基督教协会,
文成县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-56,文成县,浙江省,基督教,2014/3/24,ZJ-RELIGIOUSGROUP-GOV-20,文社证字第0528470号,县团体,51330328095166408P,浙江省温州市文成县大峃镇乌垟坑,温州市,13362752955,ZJ-RELIGIOUSGROUP-PEOPLE-23,325300,文成县基督教三自爱国运动委员会,
鄞州区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-1,鄞州区,浙江省,佛教,1980/7/7,ZJ-RELIGIOUSGROUP-GOV-55,社证字第110006,县团体,51330212MJ9008323G,浙江省宁波市鄞州区金峨东路760-766号,宁波市,0574-88491979,ZJ-RELIGIOUSGROUP-PEOPLE-133,315104,鄞州区佛教协会,
杭州市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-108,330101,浙江省,佛教,1991/2/26,ZJ-RELIGIOUSGROUP-GOV-15,社证字第0066号,市团体,513000000000000000,浙江省杭州市灵隐路法云弄2号,杭州市,0571-87968180,ZJ-RELIGIOUSGROUP-PEOPLE-17,310013,杭州市佛教协会,
泰顺县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-9,泰顺县,浙江省,基督教,2013/12/19,ZJ-RELIGIOUSGROUP-GOV-80,泰社证字第2013－019号,县团体,513000000000000000,浙江省温州市泰顺县罗阳镇东大街五弄东门基督教堂,温州市,18006687363,ZJ-RELIGIOUSGROUP-PEOPLE-340,325500,泰顺县基督教三自爱国运动委员会,
桐乡市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-8,桐乡市,浙江省,基督教,2008/1/1,ZJ-RELIGIOUSGROUP-GOV-85,浙桐社证字第410009,县团体,51330483728913961A,浙江省嘉兴市桐乡市梧桐街道茅盾东路66号,嘉兴市,0573-88061709,ZJ-RELIGIOUSGROUP-PEOPLE-327,314500,桐乡市基督教三自爱国运动委员会,
瓯海区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-5,瓯海区,浙江省,基督教,1992/7/15,ZJ-RELIGIOUSGROUP-GOV-56,温瓯民社证字第（05）号,县团体,513000000000000000,浙江省温州市瓯海区梧田街道站南商贸城C幢309-310室,温州市,0577-86768310,ZJ-RELIGIOUSGROUP-PEOPLE-155,325000,瓯海区基督教三自爱国运动委员会,
衢江区基督教三自爱国运动委员会（未登记）,协会,ZJ-RELIGIOUSVENUE-GOV-61,衢江区,浙江省,基督教,2016/12/30,,,县团体,,浙江省衢州市衢江开发区仙岩路沈家基督教堂,衢州市,15157072633,ZJ-RELIGIOUSGROUP-PEOPLE-161,324022,衢江区基督教三自爱国运动委员会（未登记）,
淳安县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-35,淳安县,浙江省,佛教,2003/8/12,ZJ-RELIGIOUSGROUP-GOV-26,社证字第186号,县团体,51330127751725117K,浙江省杭州市淳安县千岛湖镇浪排线内湾老樟树地块,杭州市,13868043446,ZJ-RELIGIOUSGROUP-PEOPLE-31,311700,淳安县佛教协会,
诸暨市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-54,诸暨市,浙江省,道教,2018/12/17,ZJ-RELIGIOUSGROUP-GOV-34,51330681MJ9539861Q,县团体,51330681MJ9539861Q,浙江省绍兴市诸暨市上海城236号,绍兴市,0575-87017937,ZJ-RELIGIOUSGROUP-PEOPLE-164,311800,诸暨市道教协会,
台州市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-173,331001,浙江省,佛教,1988/7/19,ZJ-RELIGIOUSGROUP-GOV-19,台社证字12019,市团体,51331000502605894G,浙江省台州市经济开发区泾云路88号（市防空办1号楼）,台州市,0576-88805396,ZJ-RELIGIOUSGROUP-PEOPLE-241,318000,台州市佛教协会,
玉环市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-101,玉环市,浙江省,佛教,1985/12/12,ZJ-RELIGIOUSGROUP-GOV-102,玉社证字第92015号,县团体,51331021502666697H,浙江省台州市玉环市经济开发区漩港北路99号B1幢519-522室,台州市,15888618999,ZJ-RELIGIOUSGROUP-PEOPLE-193,317600,玉环市佛教协会,
永康市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-45,永康市,浙江省,基督教,1957/4/1,ZJ-RELIGIOUSGROUP-GOV-29,永社证字第043号,县团体,5133078457932808X4,浙江省金华市永康市丽州北路275号基督教堂,金华市,0579-87165224,ZJ-RELIGIOUSGROUP-PEOPLE-281,321300,永康市基督教三自爱国运动委员会,
松阳县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-53,松阳县,浙江省,基督教,1989/10/1,ZJ-RELIGIOUSGROUP-GOV-78,浙丽松社证字第095号,县团体,513000000000000000,浙江省丽水市松阳县西屏街道耶稣堂弄16号,丽水市,0578-8983538,ZJ-RELIGIOUSGROUP-PEOPLE-105,323400,松阳县基督教协会,
三门县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-65,三门县,浙江省,佛教,1983/1/1,ZJ-RELIGIOUSGROUP-GOV-44,浙三民社证字第82023号,县团体,51331022A99848505M,浙江省台州市三门县海游街道禅月山（观兴禅寺）,台州市,0576-83338125,ZJ-RELIGIOUSGROUP-PEOPLE-198,317100,三门县佛教协会,
武义县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-66,武义县,浙江省,基督教,2013/1/1,ZJ-RELIGIOUSGROUP-GOV-94,330723-019475-1,县团体,51330723066948486R,浙江省金华市武义县城下福四路横巷13号,金华市,0579-88510012,ZJ-RELIGIOUSGROUP-PEOPLE-260,321200,武义县基督教三自爱国运动委员会,
瓯海区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-5,瓯海区,浙江省,基督教,1992/7/15,ZJ-RELIGIOUSGROUP-GOV-56,浙温瓯社证字第06号,县团体,513000000000000000,浙江省温州市瓯海区梧田街道站南商贸城C幢309-310室,温州市,0577-86768310,ZJ-RELIGIOUSGROUP-PEOPLE-69,325014,瓯海区基督教协会,
杭州市伊斯兰教协会,协会,ZJ-RELIGIOUSVENUE-GOV-108,330101,浙江省,伊斯兰教,1980/6/1,ZJ-RELIGIOUSGROUP-GOV-73,288,市团体,513000000000000000,杭州市江干区运河东路301号,杭州市,0571-58110803,ZJ-RELIGIOUSGROUP-PEOPLE-98,310004,杭州市伊斯兰教协会,
奉化区基督教三自爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-43,330283,浙江省,基督教,1991/7/27,ZJ-RELIGIOUSGROUP-GOV-74,社证字第200012,县团体,51330283MJ9103873B,浙江省宁波市奉化区城基路13号,宁波市,0574-88741451,ZJ-RELIGIOUSGROUP-PEOPLE-297,315500,奉化区基督教三自爱国会,
平阳县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-25,平阳县,浙江省,佛教,1984/1/1,ZJ-RELIGIOUSGROUP-GOV-7,平民社证字第33032603043号,县团体,51330326A9533630XM,浙江省温州市平阳县三排口东林寺,温州市,0577-63018711,ZJ-RELIGIOUSGROUP-PEOPLE-186,325400,平阳县佛教协会,
浙江省基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-171,上城区,浙江省,基督教,2013/5/15,ZJ-RELIGIOUSGROUP-GOV-35,浙社证字第22012号,省团体,51330000501869783L,浙江省杭州市解放路132号,杭州市,0571-87130125,ZJ-RELIGIOUSGROUP-PEOPLE-279,310009,浙江省基督教三自爱国运动委员会,http://www.zjchurch.com/
上虞区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-89,330682,浙江省,佛教,2008/6/30,ZJ-RELIGIOUSGROUP-GOV-33,514,县团体,51330604502324961N,浙江省绍兴市上虞区丰惠镇祝家庄,绍兴市,0575-82154755,ZJ-RELIGIOUSGROUP-PEOPLE-39,312300,上虞区佛教协会,
柯桥区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-105,柯桥区,浙江省,基督教,2000/5/25,ZJ-RELIGIOUSGROUP-GOV-90,绍县社证字第407号,县团体,51330603502317163Y,浙江省绍兴市柯桥区柯岩街道永进道口柯桥基督教堂,绍兴市,0575-85757368,ZJ-RELIGIOUSGROUP-PEOPLE-131,312030,柯桥区基督教三自爱国运动委员会,
南浔区基督教三自爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-55,南浔区,浙江省,基督教,2008/8/1,ZJ-RELIGIOUSGROUP-GOV-42,浙湖社证字第005号,县团体,51330503754941480C,浙江省湖州市南浔区南浔镇南西街12号,湖州市,0572-3912884,ZJ-RELIGIOUSGROUP-PEOPLE-207,313009,南浔区基督教三自爱国会,
海宁市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-88,海宁市,浙江省,佛教,2000/4/1,ZJ-RELIGIOUSGROUP-GOV-95,浙海社证字第210004号,县团体,5133048179857001XQ,浙江省嘉兴市海宁市西山惠力寺内,嘉兴市,0573-87038913,ZJ-RELIGIOUSGROUP-PEOPLE-353,314400,海宁市佛教协会,
椒江区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-7,椒江区,浙江省,天主教,1982/12/1,ZJ-RELIGIOUSGROUP-GOV-14,台椒民社证字第82019号,县团体,513000000000000000,浙江省台州市椒江西门路2号天主堂,台州市,0576-88226527,ZJ-RELIGIOUSGROUP-PEOPLE-138,318000,椒江区天主教爱国会,
泰顺县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-9,泰顺县,浙江省,佛教,1999/1/1,ZJ-RELIGIOUSGROUP-GOV-80,泰社证字第1999-010号,县团体,51330329502190297G,浙江省温州市泰顺县罗阳镇南塔路塔坪寺,温州市,18888663053,ZJ-RELIGIOUSGROUP-PEOPLE-112,325500,泰顺县佛教协会,
